# Reference output for tests. Not shown to readers.
# source,data\emg\santuz2021_demo.csv
# generator,"scipy 1.15.2, scripts/make_emg_reference.py"
# pipeline,"butter(4,50Hz,high)+filtfilt -> abs -> butter(4,20Hz,low)+filtfilt -> clip -> minus min"
# padlen,15
# sampling_rate_hz,1000
sample_index,time_s,ta_hp,ta_env,gm_hp,gm_env,rf_hp,rf_env
595,0.595,0.07838669253,0.04715833134,0.002216777672,0.005255115684,0.003705169967,0.00654640547
600,0.6,-0.126179753,0.05213158495,-0.003560234804,0.007351546494,0.005356050656,0.007288838253
605,0.605,0.02044679244,0.05449767851,-0.005379068638,0.009852571007,-0.01082528292,0.008281697914
610,0.61,0.06165493401,0.05394933211,0.002809541435,0.01223296196,-0.02257494941,0.009351971734
615,0.615,0.03700055585,0.05118262577,0.008092805996,0.01387711697,0.02790033525,0.01029562296
620,0.62,0.02477667969,0.04798479043,-0.03414922162,0.01430087579,-0.0053472445,0.01101573903
625,0.625,-0.0101355754,0.04676836971,0.00084740578,0.01337648554,0.0146166525,0.0115898032
630,0.63,-0.04824552588,0.04959475015,0.004322252555,0.01142374848,0.009965102908,0.01221566377
635,0.635,0.01229209243,0.05724769249,-0.002968001483,0.009075121043,-0.01012084213,0.01308593802
640,0.64,-0.04482533256,0.06883139417,0.005416360631,0.006993496922,0.02247004156,0.01426284872
645,0.645,-0.001129457476,0.0819883851,0.005250136248,0.005623139504,-0.008703137035,0.01560771195
650,0.65,-0.07083244899,0.0936095532,0.005002196093,0.005084740946,-0.008240207289,0.01679823914
655,0.655,0.06863006083,0.1008451934,0.01314117246,0.005213483785,0.0464900939,0.01743932269
660,0.66,0.1591015517,0.1020665338,-0.007350797999,0.005679344255,-0.009773875932,0.0172360265
665,0.665,-0.1548777048,0.09736772176,-0.006508090129,0.006131719252,-0.002363899531,0.01612876348
670,0.67,-0.1144957607,0.08847947779,-0.005079405597,0.006321921129,0.01185089391,0.01430581316
675,0.675,-0.04034205484,0.07814137317,-0.005652947066,0.006167069782,-0.009738394666,0.01213092141
680,0.68,-0.007044974382,0.06912580409,0.01000034641,0.005739935212,-0.01171633872,0.01006011165
685,0.685,-0.04492457495,0.06335496434,-0.003356223585,0.005203409911,0.004804570843,0.008544773662
690,0.69,0.1002437505,0.06146729838,-0.003810534617,0.004731498244,-0.000557661562,0.007917966025
695,0.695,-0.08030811721,0.06287476152,0.005535418111,0.00445376807,-0.005988740571,0.008304164428
700,0.7,0.05678772899,0.06622956359,-0.002866228152,0.004438365907,-0.0007447501086,0.009586692068
705,0.705,0.1161026143,0.07017025891,0.01801878144,0.004702033305,-0.0190683657,0.01144516635
710,0.71,0.1736156745,0.07403931669,0.0007991612156,0.005226256274,0.006030754632,0.01345136038
715,0.715,0.08121276995,0.07811765128,-0.008897035521,0.005960985689,0.005603513284,0.0151881148
720,0.72,-0.008167341018,0.08313077614,0.009324024703,0.006811449089,-0.007137081052,0.01634968514
725,0.725,0.03051512945,0.08935072122,0.001284601271,0.007630877294,0.004448689198,0.01681135657
730,0.73,0.06173362236,0.09601196071,0.003852097239,0.00824884367,-0.01016886878,0.01665782574
735,0.735,-0.1124148421,0.1014286778,0.005579273166,0.008539675354,0.01250279632,0.01614341959
740,0.74,0.1987719841,0.1036632586,-0.001810426977,0.008485185547,0.001621755831,0.01558688109
745,0.745,-0.1205335626,0.1013451726,0.01102874093,0.008171794473,0.01787997565,0.01524843902
750,0.75,-0.05469843496,0.0942592121,-0.01338270606,0.007730474095,0.006238553201,0.01522782564
755,0.755,0.004478534385,0.08341888549,-0.008185414739,0.007274080981,0.02879462949,0.01543403861
760,0.76,-0.1077091612,0.07052513538,0.009961328186,0.006859456411,0.02854518623,0.0156624597
765,0.765,0.05783183309,0.05727380431,0.009550526226,0.00648008263,-0.01767907273,0.01572355153
770,0.77,0.06621726274,0.04494286536,-0.005526862952,0.006095416508,-0.02266484228,0.0155403164
775,0.775,-0.04437454841,0.03425898507,0.002274770927,0.005678744384,0.01378213862,0.01518151003
780,0.78,0.09879981988,0.02547344073,0.01320095487,0.005243380558,0.0009711165598,0.01483234462
785,0.785,0.03108203331,0.0185423095,4.335523398e-05,0.004831936906,0.003928951281,0.01469941735
790,0.79,-0.01205568379,0.01328835316,-0.001491543277,0.004489202484,-0.003758161193,0.01486864437
795,0.795,-0.01850232755,0.009490639992,-0.005569826719,0.004248579574,-0.006845119274,0.01519033515
800,0.8,0.002235500441,0.006926726855,0.005781859175,0.004151654375,-0.02670504101,0.01528803246
805,0.805,-0.008620381509,0.00539155604,0.004159140352,0.004287869558,0.02562907619,0.01473070165
810,0.81,-0.01328338835,0.00470510153,0.003644905616,0.004812235492,-0.0126378051,0.01328861027
815,0.815,-0.006109671154,0.004712873226,-0.003166293643,0.005910170648,0.01888040606,0.01110724469
820,0.82,0.00741121371,0.00526943727,-0.003153415369,0.007712963147,-0.004088786793,0.008690241853
825,0.825,-0.001631116507,0.006209596236,0.01041119729,0.01019283706,0.001866906654,0.006710758789
830,0.83,-0.01455753707,0.007328905507,-0.00367646408,0.0130895026,0.000349794122,0.005754024294
835,0.835,0.01117412157,0.008392528836,0.01686761802,0.01592704849,0.009515892088,0.006105526947
840,0.84,-0.01684683946,0.009182681452,-0.06457540912,0.01814542507,-0.01722917057,0.007652745332
845,0.845,0.01518167009,0.009569894111,0.01828728057,0.01930261101,-0.005250570934,0.00991568134
850,0.85,-0.01429298592,0.009566387689,-0.01036821557,0.01921763936,0.01173641298,0.01218650684
855,0.855,0.009119007704,0.00931849637,0.01364116118,0.0179751546,-0.01353594551,0.01374912932
860,0.86,-0.006022170571,0.009031496181,-0.0298062038,0.01586408043,0.01666852613,0.01412981122
865,0.865,0.009737624288,0.008873516677,0.01191330829,0.0133240199,0.01131163076,0.01327777692
870,0.87,-0.01243283246,0.008917820203,0.01935091513,0.01088369107,-0.01053983808,0.01156215158
875,0.875,-0.00880953826,0.0091428923,0.004019911293,0.009064810367,0.002544238925,0.009576944304
880,0.88,0.008852769415,0.009457440604,-0.01301101404,0.008281801776,0.004762198336,0.007875272613
885,0.885,0.005184855868,0.009723095156,-0.01744762036,0.008771165929,-0.01926169292,0.00677185328
890,0.89,-0.01594664257,0.009795144543,0.01482361561,0.01054905705,0.0003265668749,0.006286455358
895,0.895,0.02034969978,0.009598651849,0.01461059188,0.0133880361,0.0004160840517,0.006213102834
900,0.9,-0.004214098227,0.009197682807,-0.004816086498,0.01682270118,-0.007822861488,0.006257876465
905,0.905,0.006813386295,0.008775485359,0.003975584058,0.02022840078,0.00789787191,0.006185582917
910,0.91,-0.007521238627,0.008513961706,-0.01081817983,0.02301550451,0.0003316602427,0.005913192046
915,0.915,-0.002783693747,0.008472018313,-0.03352113419,0.02492220596,0.002207687143,0.005515494256
920,0.92,-0.01554507057,0.008557819237,-0.01682334759,0.02632220929,-0.005652588253,0.005156064811
925,0.925,0.01622597667,0.008605000006,-0.005052958745,0.02838339071,-0.0009283635572,0.004989942045
930,0.93,0.006934258602,0.008481837939,-0.04446334171,0.03287657188,0.00149528036,0.005088518558
935,0.935,-0.002575643337,0.008145591938,0.001176651233,0.04153523459,-0.005075733485,0.005415581046
940,0.94,-0.005697526768,0.007628731605,0.01608411729,0.0551520698,-0.008495530756,0.005858260242
945,0.945,0.006888157997,0.007015201938,0.00281300089,0.07293992386,-0.009206630638,0.006290502031
950,0.95,-0.002189785827,0.00643511762,0.09559291986,0.09268124436,0.006169166156,0.006624627248
955,0.955,-0.008042316181,0.006052798204,0.1890695018,0.1116811111,0.001277157141,0.006815958836
960,0.96,0.01556123816,0.006029476075,-0.09443122553,0.1278241585,-0.006147108773,0.006834959075
965,0.965,0.002337849678,0.006465919394,-0.02460374481,0.1397336265,-0.008555710441,0.00665140018
970,0.97,-0.01012005858,0.007341245216,0.02778617613,0.1460347692,0.007114464021,0.006249600928
975,0.975,-0.01122787587,0.008482750649,0.08883948562,0.1450709724,-0.003332616881,0.005652728574
980,0.98,0.01276966528,0.009603027332,-0.1203390587,0.1359766309,0.003588367328,0.004932182393
985,0.985,-0.01734871046,0.01039759407,0.2110913491,0.1203154096,0.007346890894,0.004193687061
990,0.99,-0.01905275612,0.01066183566,-0.0110698125,0.1025625809,-0.005966029614,0.003547495693
995,0.995,0.002750998471,0.01038125353,0.02294500396,0.08856974435,0.006615404595,0.003082507773
1000,1,0.00297437498,0.009752119805,0.04206089269,0.08281151881,0.001608002004,0.002850381405
1005,1.005,-0.002889672073,0.009116949085,-0.01888669646,0.08613304384,-0.001624924962,0.002855943544
1010,1.01,0.00501047827,0.008834009877,-0.1075775308,0.09534543522,0.000901013472,0.003054183662
1015,1.015,-0.009847058542,0.009131297423,0.09175212833,0.1049430845,-0.00568790942,0.003360229252
1020,1.02,-0.009183767152,0.01001303201,-0.01346604818,0.1100409971,-0.003753357923,0.003677490218
1025,1.025,-0.0091195058,0.01126603911,-0.008320636312,0.1088728734,0.001752529266,0.003932758966
1030,1.03,0.007063182934,0.01256166538,-0.09894889956,0.1034585533,0.00350453615,0.004100916431
1035,1.035,0.0251393527,0.01360021472,0.07347063489,0.09827644821,0.001546234768,0.004215598127
1040,1.04,-0.007740391641,0.01423532499,0.01686710648,0.09793534828,-0.01028448255,0.00436741153
1045,1.045,0.02006757136,0.01450895914,-0.1828823129,0.1050848854,0.002650879005,0.004686810758
1050,1.05,0.0004541141835,0.01457322933,-0.00740372822,0.119225684,-0.003688665959,0.005307514816
1055,1.055,-0.002500550867,0.01456250257,-0.08915654295,0.136658282,-0.003016501791,0.006308735675
1060,1.06,0.01635673282,0.01450843136,0.1363001733,0.1518129433,0.010203376,0.007651067364
1065,1.065,-0.04615142174,0.01434738898,-0.3614971407,0.1598550221,0.001205564706,0.009136575858
1070,1.07,0.009388780344,0.01399978684,0.1004146292,0.1593531298,-0.001859045471,0.01042722721
1075,1.075,0.004340373846,0.01344681425,-0.1505479961,0.1530173596,0.01206447406,0.01113929539
1080,1.08,0.005904959553,0.01275137316,-0.0522160452,0.1457063688,-0.03818388313,0.01100181567
1085,1.085,-0.01828194561,0.01204141212,0.1291777491,0.1413449456,0.009111414724,0.010012241
1090,1.09,0.01165657114,0.01148553699,-0.2055353736,0.1409807712,-0.002196092246,0.00848199864
1095,1.095,-0.001934913772,0.01125288392,0.0537775094,0.1428842036,0.01505499748,0.006922439711
1100,1.1,-0.02598565927,0.01145630793,-0.1650105782,0.144268988,-0.001348771529,0.005831450705
1105,1.105,-0.01228249466,0.01211646801,-0.3294124139,0.1435517339,0.01258792654,0.005484638901
1110,1.11,0.01757954802,0.01316963431,-0.08769847277,0.1418606755,0.001811914299,0.005820601945
1115,1.115,0.01354924254,0.01449349222,0.0637105109,0.1424896552,-0.002642544297,0.006470123458
1120,1.12,0.005199969804,0.0159263294,-0.003159212294,0.148373891,-0.006296615378,0.006929212905
1125,1.125,-0.01101378145,0.01729538095,-0.02368755035,0.1595113898,-0.01479682562,0.006822861531
1130,1.13,0.05136254834,0.01847722237,0.1306269701,0.1721649534,-0.00618789908,0.006147343255
1135,1.135,-0.03449688094,0.01946099799,0.1975530958,0.1802861272,0.007765021901,0.005351489996
1140,1.14,-0.01904527962,0.02033926275,-0.06386444182,0.1783707713,0.003818256606,0.005202698279
1145,1.145,0.03026532501,0.02119189118,0.07401843422,0.1643527731,0.01100121138,0.00650618774
1150,1.15,-0.01808517929,0.02196280032,-0.06060026758,0.1407651829,-0.01679693395,0.009793010006
1155,1.155,0.02651702911,0.02245614869,0.07492880074,0.1133248081,-0.005782596109,0.01507787586
1160,1.16,-0.01160733358,0.0224434309,-0.01901843653,0.08814124612,0.005364903917,0.02176058976
1165,1.165,0.02225633518,0.02179197903,-0.007657389582,0.06924328562,-0.01892359827,0.02873265601
1170,1.17,-0.006022821839,0.02056926771,-0.09395576503,0.05748328199,0.01545795078,0.03469383061
1175,1.175,-0.007887240189,0.01907572335,-0.03035149335,0.05115505492,0.02094068067,0.03853854102
1180,1.18,0.01928400999,0.01775066864,-0.03615008187,0.04767343314,0.00353920058,0.0396069528
1185,1.185,0.009664165946,0.01698228878,-0.08360775804,0.04505042377,-0.03439357096,0.03774679306
1190,1.19,-0.002790439162,0.01692613734,-0.01150591823,0.04235912387,0.01066415625,0.03329528796
1195,1.195,-0.003611123529,0.01742485172,0.02488748468,0.03936743596,0.02949961315,0.0270418885
1200,1.2,0.0204116831,0.0180735844,0.003892213446,0.03598961559,-0.02573046726,0.02009429181
1205,1.205,0.008165310686,0.01838898021,0.06848062658,0.03203316894,0.002065086843,0.01361820751
1210,1.21,0.03625713736,0.0179893548,-0.06614523762,0.02733122271,0.01292565725,0.008530352844
1215,1.215,-0.01746553304,0.01672590429,0.01571345148,0.02199870534,0.002020078105,0.005277538299
1220,1.22,0.01624820482,0.01473954434,0.008467491983,0.01649499465,-0.005180017078,0.003791579082
1225,1.225,0.007951933536,0.01239398877,-0.01195928341,0.01144482785,-0.008351872127,0.003614227472
1230,1.23,0.008382933961,0.01010444872,-0.015497772,0.0073918309,0.002302164707,0.004119409849
1235,1.235,0.007230273993,0.008174518014,-0.004423537018,0.004635175725,-0.0001879383636,0.004736069163
1240,1.24,0.008935546273,0.006729279313,-0.008187017574,0.003181015797,-0.002349721812,0.005101969049
1245,1.245,0.009531249907,0.005747646609,-0.005499463088,0.002785977517,-0.006074677751,0.005137183673
1250,1.25,-0.01130012555,0.005141569222,0.001514571279,0.003064826378,0.008363991288,0.005055587808
1255,1.255,0.001358535708,0.004822386258,0.01010664758,0.003618052209,-0.01618204833,0.00532239501
1260,1.26,0.006210561713,0.004721215375,0.008326038163,0.004136954682,-0.003317596822,0.006546375023
1265,1.265,0.001228578023,0.004771524299,-0.003167475934,0.004457116434,-0.01285767696,0.009300991322
1270,1.27,-0.002071879746,0.004885372683,0.007575041425,0.004549490861,-0.009936843155,0.01391436454
1275,1.275,-0.003850988516,0.004949582316,-0.000889098392,0.004467996047,0.02727842234,0.02031171832
1280,1.28,0.0004074116245,0.004850328254,-0.002866309552,0.00429136463,-0.05518849701,0.02798437643
1285,1.285,0.0008761417971,0.004517085486,0.001578288316,0.004087229989,0.005678720755,0.03607921987
1290,1.29,-0.001793892076,0.003969426505,0.002895570157,0.003904480182,-0.07671590829,0.04352716232
1295,1.295,-0.005167200347,0.003352788265,0.002682162595,0.003783588504,-0.02953433184,0.04917874169
1300,1.3,-0.0005412303509,0.002951676468,0.00476088734,0.003768402945,0.04819422963,0.05198027272
1305,1.305,-0.006785771327,0.003172853097,0.002102498935,0.003907946477,-0.1641016017,0.05124769157
1310,1.31,-0.002818689491,0.004497183675,0.005421074022,0.00424765419,0.04362803342,0.04701396702
1315,1.315,0.01319860611,0.007403675411,0.007143511512,0.004814558289,0.006999036199,0.04015530694
1320,1.32,-0.01837386248,0.01227184456,0.001040489003,0.005598674283,-0.04160832416,0.03208419905
1325,1.325,0.02252010538,0.01927706001,0.0001949817292,0.006533218571,0.008020119324,0.02421648702
1330,1.33,-0.0409112112,0.02829856685,0.008143660115,0.007485756436,0.007280714411,0.01754910194
1335,1.335,0.04752145458,0.038876035,-0.008578842558,0.008279470913,-0.005913850362,0.01251236708
1340,1.34,-0.02715534813,0.05027822388,0.02963125515,0.008748256829,0.02818216852,0.009065064454
1345,1.345,0.1229515584,0.0616913351,0.0004238188042,0.008794685566,-0.01301257716,0.006904751395
1350,1.35,0.1141562753,0.0724242449,0.009109618375,0.00840973959,-0.001979867143,0.005668963989
1355,1.355,-0.02742264166,0.08198374625,0.002371541484,0.007652883168,-0.003866921078,0.005047151463
1360,1.36,0.03853314364,0.08988950984,0.003673446724,0.006630382245,0.0008893133758,0.004804358855
