"# Raw surface EMG excerpt, Santuz et al. 2021, CC BY 4.0"
# source,https://doi.org/10.5281/zenodo.5171823
# trial,ID0001_M_YOUNG_TW_01
# sampling_rate_hz,1000
# units,millivolt
# touchdown_s,0.6990;1.7410;2.7830;3.8240;4.8830;5.9240;6.9580;7.9990
# regenerate,python scripts/extract_emg_demo.py
time_s,ta_mv,gm_mv,rf_mv
1.45800,-0.013299,0.000624,0.002405
1.45900,-0.004718,-0.005366,-0.000347
1.46000,-0.012651,-0.001480,0.006938
1.46100,0.000301,-0.004394,0.010986
1.46200,-0.010870,0.003539,0.006129
1.46300,-0.011842,0.000301,0.009043
1.46400,-0.012651,-0.007794,0.009043
1.46500,-0.000509,0.006938,0.001596
1.46600,-0.001804,0.000948,0.005481
1.46700,-0.008604,0.003053,0.012281
1.46800,-0.017832,0.002729,0.007100
1.46900,-0.009413,-0.010870,0.006453
1.47000,-0.006985,-0.002290,-0.001480
1.47100,-0.009899,0.001596,0.000463
1.47200,0.006615,-0.005851,0.005967
1.47300,-0.013784,-0.007147,0.001272
1.47400,-0.000185,0.002081,0.006291
1.47500,-0.019451,-0.000671,0.000948
1.47600,-0.018156,-0.007956,0.004834
1.47700,-0.006013,-0.014756,0.015357
1.47800,-0.022527,-0.000995,0.005158
1.47900,-0.017670,-0.004880,0.006453
1.48000,-0.010385,-0.009575,0.010824
1.48100,0.033651,-0.012165,0.013252
1.48200,0.041422,-0.010870,0.002891
1.48300,0.025395,-0.009575,0.003377
1.48400,0.021509,-0.005690,-0.003909
1.48500,0.036404,-0.015241,0.012119
1.48600,0.027337,-0.014432,0.017462
1.48700,-0.031269,-0.009737,-0.000995
1.48800,-0.088743,-0.011032,0.021833
1.48900,-0.074010,-0.005366,-0.004718
1.49000,-0.039202,-0.011032,-0.008927
1.49100,-0.025441,-0.010708,0.004672
1.49200,-0.004071,-0.015241,0.011957
1.49300,-0.001318,-0.014756,0.011148
1.49400,0.007748,-0.018318,-0.002290
1.49500,0.019728,-0.009413,-0.007470
1.49600,0.012929,-0.013461,0.002729
1.49700,0.008881,-0.019127,0.000139
1.49800,-0.015403,-0.011356,0.006453
1.49900,-0.043412,-0.008280,-0.005366
1.50000,-0.035964,-0.009575,0.002243
1.50100,-0.023660,-0.013137,0.006615
1.50200,-0.011518,-0.010870,0.003053
1.50300,-0.010223,-0.008280,0.004672
1.50400,-0.059277,-0.014918,0.000139
1.50500,-0.068182,-0.014594,0.004186
1.50600,-0.007470,-0.011194,0.005158
1.50700,0.013252,-0.012004,0.008881
1.50800,-0.000347,-0.018318,-0.004718
1.50900,-0.007632,-0.012165,0.006615
1.51000,-0.006985,-0.010708,0.010986
1.51100,0.005643,-0.013946,0.003377
1.51200,-0.007309,-0.014918,-0.001156
1.51300,-0.012004,-0.014270,0.009691
1.51400,0.000463,-0.024146,0.009691
1.51500,0.011310,-0.017508,-0.002452
1.51600,0.006129,-0.018965,0.009205
1.51700,-0.000671,-0.010708,0.012767
1.51800,0.015519,-0.010708,0.002405
1.51900,0.007262,-0.011356,-0.000023
1.52000,-0.005042,-0.014594,-0.000509
1.52100,-0.008766,-0.012489,-0.002128
1.52200,0.028794,-0.015080,-0.002452
1.52300,0.001272,0.001920,0.022319
1.52400,-0.023013,-0.004880,-0.004071
1.52500,-0.019936,-0.006823,-0.003099
1.52600,-0.052963,-0.006985,0.002729
1.52700,-0.017022,-0.012813,0.006938
1.52800,0.013576,-0.003909,0.008719
1.52900,-0.002775,0.000301,-0.013461
1.53000,-0.003747,-0.007147,0.008881
1.53100,0.004672,-0.002452,-0.007470
1.53200,0.042232,-0.000023,-0.003261
1.53300,0.050003,0.002243,0.005158
1.53400,0.017624,-0.007470,-0.007309
1.53500,0.022319,-0.001804,-0.002614
1.53600,0.005643,0.002729,0.006615
1.53700,-0.060087,-0.001480,0.011633
1.53800,-0.098295,0.003700,-0.003585
1.53900,0.004672,-0.000185,-0.007147
1.54000,0.059717,-0.000509,-0.002128
1.54100,0.059231,0.004348,-0.003909
1.54200,0.053403,0.004996,0.004834
1.54300,0.044175,0.002243,-0.005366
1.54400,0.079792,0.002081,0.002081
1.54500,0.060526,0.003700,-0.003423
1.54600,-0.013623,0.006938,0.002567
1.54700,-0.010061,0.002891,-0.004071
1.54800,0.003539,0.003377,-0.000833
1.54900,-0.000023,0.006291,-0.008927
1.55000,0.020052,0.009691,-0.000185
1.55100,-0.113027,0.002891,-0.001804
1.55200,-0.169853,-0.000185,0.013252
1.55300,-0.011194,0.004024,0.003377
1.55400,0.051784,-0.005851,-0.002937
1.55500,-0.031107,0.008881,0.008072
1.55600,-0.013299,-0.002937,-0.006661
1.55700,-0.013784,-0.002614,0.002891
1.55800,-0.027546,0.001596,0.017300
1.55900,-0.018156,0.003700,-0.016213
1.56000,-0.012975,0.011148,-0.011356
1.56100,-0.021070,0.006291,-0.003423
1.56200,-0.002128,-0.000671,-0.007632
1.56300,-0.007470,0.004186,-0.004233
1.56400,0.003377,-0.002775,-0.006175
1.56500,0.015195,0.000948,-0.019289
1.56600,0.005805,-0.004233,-0.004394
1.56700,0.016328,0.007424,-0.000185
1.56800,0.002891,0.001272,-0.005366
1.56900,0.010338,-0.004556,0.005481
1.57000,-0.013784,0.005158,-0.005851
1.57100,-0.014594,0.001920,0.006129
1.57200,-0.009251,-0.004556,0.003053
1.57300,-0.022689,0.006615,-0.000509
1.57400,-0.048107,-0.000995,-0.005204
1.57500,-0.035155,-0.003261,0.001110
1.57600,-0.019289,0.006776,-0.009575
1.57700,0.016490,0.002405,-0.001804
1.57800,0.039642,0.011633,-0.002290
1.57900,0.021185,0.006615,0.002081
1.58000,0.101810,0.004510,-0.014432
1.58100,0.137751,0.001596,0.001596
1.58200,0.075097,0.005158,-0.013946
1.58300,0.066354,0.003700,-0.010385
1.58400,0.040775,-0.001156,-0.010385
1.58500,0.008072,0.004186,-0.000347
1.58600,0.007910,0.002567,-0.006823
1.58700,-0.082105,0.002729,-0.003261
1.58800,-0.182967,0.006453,-0.007794
1.58900,-0.044869,-0.002614,0.001758
1.59000,0.110067,-0.004880,-0.002128
1.59100,0.039803,0.002891,0.001110
1.59200,0.059393,-0.001966,0.000301
1.59300,0.013090,-0.005528,0.005967
1.59400,-0.010061,-0.004394,0.015033
1.59500,-0.006337,-0.013946,-0.003747
1.59600,0.012605,-0.001966,0.020214
1.59700,0.047898,-0.002128,-0.002128
1.59800,0.030090,-0.002937,-0.000023
1.59900,0.035918,0.006938,-0.000185
1.60000,-0.054259,0.009853,-0.003909
1.60100,-0.128731,0.009529,-0.006175
1.60200,-0.080972,0.005158,-0.002290
1.60300,0.067326,0.000139,-0.005690
1.60400,0.095496,0.001434,0.002405
1.60500,0.035756,0.009205,0.000948
1.60600,0.031061,-0.003099,-0.025279
1.60700,0.031385,0.001110,-0.013137
1.60800,0.001920,-0.002290,-0.014594
1.60900,-0.037259,-0.001966,0.001596
1.61000,-0.024308,-0.003585,0.002891
1.61100,0.001596,-0.002128,-0.003585
1.61200,-0.025603,-0.005366,0.005967
1.61300,-0.085181,-0.004718,0.018271
1.61400,-0.083886,-0.002937,-0.006175
1.61500,-0.024631,-0.005042,-0.005690
1.61600,-0.027222,-0.001318,-0.008280
1.61700,-0.039850,-0.014594,-0.004718
1.61800,-0.053287,-0.001156,-0.011194
1.61900,-0.000347,-0.003099,-0.011842
1.62000,0.089020,-0.005366,0.002567
1.62100,0.082382,-0.007309,-0.006013
1.62200,0.073478,-0.006499,0.000624
1.62300,0.098086,-0.002290,-0.005204
1.62400,0.225985,-0.002452,-0.004880
1.62500,0.148436,0.007262,-0.012004
1.62600,-0.006823,0.003053,-0.012327
1.62700,0.100515,-0.005851,-0.001804
1.62800,0.108286,-0.001156,-0.013623
1.62900,0.003862,-0.003747,-0.020746
1.63000,-0.028355,-0.004394,-0.015080
1.63100,-0.125979,-0.011032,-0.020260
1.63200,-0.200128,-0.004394,-0.001156
1.63300,-0.006985,-0.007632,0.002405
1.63400,0.028633,-0.010546,-0.001804
1.63500,-0.053287,-0.004556,0.008234
1.63600,-0.137150,-0.018803,0.008881
1.63700,-0.119665,-0.001804,-0.001480
1.63800,-0.041469,-0.012165,0.002243
1.63900,-0.102990,-0.019289,0.003539
1.64000,-0.115779,-0.017184,0.016652
1.64100,-0.183128,-0.008766,0.004186
1.64200,-0.141035,-0.010870,-0.000023
1.64300,-0.101047,-0.022203,-0.011680
1.64400,-0.076277,-0.008604,0.001596
1.64500,-0.012004,-0.004233,-0.018803
1.64600,-0.035155,-0.010708,0.002405
1.64700,0.040775,-0.024308,-0.005528
1.64800,0.245088,-0.035155,-0.011518
1.64900,0.206233,-0.046164,-0.004556
1.65000,-0.023498,-0.034022,-0.012651
1.65100,-0.080810,0.039480,-0.025279
1.65200,0.036242,0.038184,-0.012813
1.65300,-0.007309,-0.023013,-0.026089
1.65400,-0.023498,-0.000185,-0.009089
1.65500,0.111200,-0.005851,0.004996
1.65600,0.030413,-0.009251,-0.000023
1.65700,0.116219,-0.008280,-0.001480
1.65800,0.088211,-0.008442,-0.022365
1.65900,0.092420,-0.007632,-0.033698
1.66000,0.110067,-0.007470,-0.020260
1.66100,0.014224,-0.004394,-0.001804
1.66200,-0.027384,-0.016699,0.017947
1.66300,-0.034993,0.001920,0.015843
1.66400,0.017624,0.002567,0.015843
1.66500,-0.055878,0.006129,-0.002452
1.66600,0.011957,0.000624,0.007586
1.66700,0.080601,0.007262,0.003539
1.66800,0.070240,0.011148,-0.004394
1.66900,0.041584,0.007586,0.017138
1.67000,-0.005690,-0.001804,0.012443
1.67100,0.042879,-0.012651,0.013738
1.67200,0.025718,-0.007470,0.004348
1.67300,-0.059601,-0.007632,-0.010223
1.67400,0.027014,-0.004233,-0.011518
1.67500,-0.097809,-0.008280,-0.015403
1.67600,-0.120636,-0.002614,-0.015889
1.67700,0.089182,0.008234,-0.023984
1.67800,0.065869,-0.002614,-0.010870
1.67900,0.106019,0.011148,-0.009089
1.68000,0.141798,0.017624,-0.004394
1.68100,0.096467,0.019566,0.007910
1.68200,0.015843,0.019728,0.012767
1.68300,-0.097809,0.020862,0.008557
1.68400,-0.117075,0.002243,-0.011680
1.68500,-0.173900,-0.003423,-0.009413
1.68600,0.107314,-0.007147,0.007100
1.68700,0.123342,-0.006013,0.002243
1.68800,-0.206603,-0.000671,0.007100
1.68900,-0.122417,0.007262,0.015519
1.69000,-0.031269,0.008881,0.007910
1.69100,-0.136988,0.003215,-0.012651
1.69200,-0.096999,0.006776,-0.040821
1.69300,-0.018156,0.025395,-0.023498
1.69400,-0.117075,0.009529,-0.026898
1.69500,0.022319,-0.006499,-0.015241
1.69600,-0.137959,-0.008118,0.002729
1.69700,-0.113351,-0.019775,0.013576
1.69800,0.011471,-0.005366,0.011795
1.69900,-0.207413,-0.003909,-0.002614
1.70000,0.051136,0.001272,-0.004233
1.70100,0.305152,0.002729,-0.027708
1.70200,0.279572,-0.003585,-0.031431
1.70300,0.078982,-0.004233,-0.027222
1.70400,0.042879,-0.003909,0.022642
1.70500,-0.021232,0.001272,0.045470
1.70600,-0.153501,-0.000833,0.060202
1.70700,0.139208,-0.008442,0.056155
1.70800,0.240879,-0.000509,0.045470
1.70900,0.079792,-0.000023,0.022319
1.71000,0.131923,0.008234,0.009853
1.71100,-0.095866,0.007748,0.011957
1.71200,0.001434,-0.005690,0.002567
1.71300,0.084649,0.005967,0.017462
1.71400,-0.169367,0.006776,0.016490
1.71500,-0.041631,-0.003261,-0.010385
1.71600,0.075259,-0.005528,-0.035155
1.71700,0.085135,-0.003909,-0.017022
1.71800,0.014062,-0.006175,0.015519
1.71900,-0.087771,-0.002614,0.011795
1.72000,-0.071743,0.012443,0.007586
1.72100,0.012443,-0.003423,-0.008280
1.72200,-0.039526,-0.000671,-0.004880
1.72300,0.005481,-0.001642,0.005481
1.72400,0.002243,-0.000347,-0.010061
1.72500,-0.020584,0.009367,0.015681
1.72600,-0.055878,0.009205,0.000624
1.72700,-0.058144,-0.011842,0.003862
1.72800,0.067326,-0.001642,-0.013784
1.72900,0.002243,-0.006499,-0.016537
1.73000,0.020052,-0.001156,0.020538
1.73100,0.047574,-0.007632,0.031385
1.73200,0.000624,0.007910,0.052917
1.73300,0.005319,0.011148,0.028794
1.73400,0.006291,0.014062,-0.005528
1.73500,0.005158,0.004834,-0.003909
1.73600,-0.000995,0.005158,-0.005528
1.73700,0.004672,0.021347,0.007748
1.73800,0.003700,0.018433,0.006453
1.73900,-0.091981,0.007100,0.025071
1.74000,-0.127598,0.003539,0.024747
1.74100,0.017462,0.011633,-0.003747
1.74200,-0.021555,0.008881,-0.000185
1.74300,0.049193,0.006291,0.020214
1.74400,0.027823,-0.005528,0.006938
1.74500,-0.002614,-0.009899,0.041908
1.74600,0.005319,-0.019613,0.045308
1.74700,0.001434,-0.021879,0.032356
1.74800,-0.000671,-0.018318,0.012281
1.74900,0.051136,-0.016213,0.007424
1.75000,0.215947,-0.013461,0.018109
1.75100,0.205586,-0.010385,-0.003099
1.75200,0.049517,-0.015080,-0.019289
1.75300,-0.083076,-0.003261,0.003377
1.75400,-0.039040,-0.007147,0.007100
1.75500,0.006453,-0.019775,0.031223
1.75600,0.003215,-0.021070,0.033651
1.75700,0.070240,-0.029488,0.004510
1.75800,0.016328,-0.021394,-0.005851
1.75900,-0.142816,-0.017994,-0.003423
1.76000,-0.196566,-0.007309,0.021995
1.76100,-0.102990,0.001434,0.011471
1.76200,-0.182967,0.014709,-0.003261
1.76300,-0.139740,0.005967,0.002081
1.76400,0.224366,0.007586,0.023776
1.76500,0.124152,0.019081,0.013252
1.76600,0.001110,0.021023,-0.039364
1.76700,-0.074334,0.018433,-0.046002
1.76800,-0.199480,-0.000995,-0.033374
1.76900,-0.080486,0.002891,-0.023498
1.77000,0.003377,0.007748,0.017300
1.77100,0.022480,0.015843,0.035432
1.77200,-0.001318,0.019243,0.025880
1.77300,-0.042602,0.013414,-0.014108
1.77400,-0.065106,0.001272,-0.017832
1.77500,-0.016213,-0.000509,0.006776
1.77600,-0.007794,-0.006985,0.067812
1.77700,-0.047135,-0.011032,0.069269
1.77800,-0.004071,0.005967,0.009529
1.77900,-0.023822,-0.001156,-0.034183
1.78000,-0.204013,0.006938,-0.041469
1.78100,0.016814,-0.000023,-0.031755
1.78200,0.387719,-0.013623,-0.029488
1.78300,0.226308,-0.008927,-0.024146
1.78400,0.286048,0.003215,-0.021717
1.78500,0.028794,-0.000509,-0.015727
1.78600,-0.218584,-0.003261,-0.000995
1.78700,-0.100075,0.005319,-0.020908
1.78800,0.072345,-0.014756,-0.022041
1.78900,-0.014594,-0.008927,0.020700
1.79000,-0.008442,0.003053,0.035594
1.79100,0.185834,-0.009089,0.026852
1.79200,-0.054259,-0.007956,0.005805
1.79300,0.122695,-0.016860,-0.000995
1.79400,0.113143,-0.016699,-0.018156
1.79500,-0.051021,-0.011194,-0.024955
1.79600,0.016976,-0.003261,-0.039364
1.79700,-0.204499,0.013252,-0.016699
1.79800,-0.179081,0.032032,-0.001966
1.79900,0.258688,0.031223,0.014224
1.80000,0.088534,0.027499,-0.027384
1.80100,-0.086152,0.006776,-0.034022
1.80200,0.053888,0.012443,-0.029488
1.80300,-0.045840,0.010176,-0.024470
1.80400,-0.031431,0.001920,-0.046326
1.80500,-0.097971,0.005805,-0.023660
1.80600,-0.005851,0.008395,0.008881
1.80700,-0.021070,0.006776,-0.016537
1.80800,0.011795,0.006129,-0.043250
1.80900,0.046279,0.004996,-0.050373
1.81000,0.026042,-0.004071,-0.034993
1.81100,0.002567,0.005158,0.013576
1.81200,-0.040012,0.006291,0.016328
1.81300,-0.076438,0.016976,-0.003747
1.81400,-0.051830,0.002243,-0.022041
1.81500,0.005481,0.011148,-0.025603
1.81600,-0.011032,0.014871,-0.017508
1.81700,-0.019936,0.007262,-0.004880
1.81800,-0.056039,0.011148,-0.032241
1.81900,0.078659,0.010500,-0.035640
1.82000,-0.006985,-0.001804,-0.020260
1.82100,-0.031107,-0.013461,-0.024955
1.82200,0.012605,-0.010870,-0.015080
1.82300,-0.030622,-0.005042,-0.037421
1.82400,-0.036450,-0.007470,-0.027384
1.82500,-0.055716,0.005319,0.015357
1.82600,-0.028517,-0.000671,0.050165
1.82700,-0.019775,-0.008927,0.005967
1.82800,-0.019127,-0.016699,-0.032241
1.82900,-0.079676,-0.005690,-0.047297
1.83000,-0.030784,-0.001480,-0.057982
1.83100,0.006938,-0.001804,-0.030460
1.83200,-0.005042,0.020214,-0.022851
1.83300,-0.031593,0.014062,-0.023498
1.83400,-0.029165,0.011148,-0.017670
1.83500,-0.024631,0.010176,-0.000509
1.83600,-0.018641,0.012443,-0.012165
1.83700,-0.002937,0.009367,0.021185
1.83800,-0.008280,0.027985,0.015195
1.83900,-0.003585,0.037051,0.021671
1.84000,-0.000185,0.030252,0.018919
1.84100,0.004834,0.010824,0.013900
1.84200,-0.004880,-0.015080,0.006453
1.84300,-0.017346,0.001758,0.004996
1.84400,-0.007956,-0.021070,0.002081
1.84500,-0.006499,-0.030622,-0.009089
1.84600,-0.013784,-0.003423,-0.008766
1.84700,0.001596,0.002567,-0.010223
1.84800,-0.007309,0.011471,-0.019936
1.84900,-0.002937,-0.008118,-0.023660
1.85000,-0.010870,-0.029812,0.003377
1.85100,-0.005042,-0.020908,0.009367
1.85200,0.005643,-0.023984,0.016166
1.85300,-0.006499,0.002567,0.016814
1.85400,0.003539,0.000463,0.019890
1.85500,-0.005366,0.001272,0.019728
1.85600,-0.008442,0.010500,0.010500
1.85700,-0.003747,-0.000995,0.037375
1.85800,-0.007632,-0.000023,0.017785
1.85900,-0.002452,0.033328,0.017785
1.86000,-0.000347,0.008557,0.005643
1.86100,-0.002614,-0.036288,0.014062
1.86200,-0.005851,-0.021879,0.028633
1.86300,-0.006661,-0.012651,0.036080
1.86400,-0.020584,0.012767,0.029766
1.86500,-0.006823,0.003053,0.023776
1.86600,0.000463,-0.001480,0.003700
1.86700,0.007910,-0.020098,-0.000833
1.86800,-0.006661,-0.020908,-0.004071
1.86900,-0.016860,-0.012327,0.011957
1.87000,-0.020746,-0.006823,0.015033
1.87100,-0.006985,-0.000347,0.011148
1.87200,-0.002128,-0.017670,0.005481
1.87300,-0.013137,-0.021879,0.001272
1.87400,-0.004071,0.004996,-0.002614
1.87500,-0.003423,0.011148,-0.004394
1.87600,0.000301,0.013414,0.007910
1.87700,-0.000833,0.022642,0.009691
1.87800,-0.000833,-0.017670,-0.013946
1.87900,-0.007309,0.005158,-0.007632
1.88000,0.003215,0.002243,-0.018803
1.88100,0.004348,-0.035640,-0.001156
1.88200,-0.013784,-0.011518,-0.020584
1.88300,0.005967,-0.007632,-0.010708
1.88400,-0.004233,-0.004880,-0.003585
1.88500,-0.006499,0.018595,0.001272
1.88600,0.001110,0.025880,0.000948
1.88700,0.007100,0.003700,0.003862
1.88800,0.005967,-0.022689,-0.016537
1.88900,0.003862,-0.047135,-0.011842
1.89000,-0.010061,-0.027060,-0.008442
1.89100,-0.007794,-0.007632,-0.004718
1.89200,-0.003099,-0.019936,0.000139
1.89300,0.013252,0.016814,-0.000347
1.89400,-0.005851,0.020700,-0.006337
1.89500,-0.008604,-0.004071,0.003053
1.89600,-0.006985,0.017138,0.014709
1.89700,-0.006499,0.008395,0.005481
1.89800,0.004348,0.016652,-0.012165
1.89900,0.006938,0.031709,-0.009899
1.90000,0.016328,-0.008927,-0.002937
1.90100,-0.003261,-0.015565,0.001110
1.90200,0.012605,-0.022041,-0.017508
1.90300,0.008557,-0.022851,-0.019775
1.90400,0.015195,-0.002452,-0.016699
1.90500,0.015681,0.008234,-0.006661
1.90600,0.009691,0.020862,-0.013623
1.90700,0.021509,0.008072,-0.007956
1.90800,0.024585,-0.023013,-0.014270
1.90900,-0.000347,-0.016051,-0.007632
1.91000,-0.010385,-0.012651,0.001434
1.91100,-0.001318,-0.009575,-0.009575
1.91200,0.014062,-0.012165,0.001758
1.91300,0.009853,-0.037259,0.007262
1.91400,0.012929,-0.046649,0.012443
1.91500,0.014224,-0.037421,0.011471
1.91600,0.004996,-0.064296,0.009529
1.91700,0.006129,-0.064134,0.001920
1.91800,-0.004880,-0.003423,0.001758
1.91900,0.006129,0.044498,0.004996
1.92000,0.004186,0.051622,0.002405
1.92100,0.001434,0.011148,0.008719
1.92200,0.012767,-0.007632,-0.002290
1.92300,0.012281,0.015033,-0.002614
1.92400,0.014709,0.018109,-0.006175
1.92500,0.018109,0.047089,0.005805
1.92600,0.022966,0.055831,0.004672
1.92700,0.020214,0.035108,-0.002290
1.92800,0.015843,0.018595,-0.005851
1.92900,0.009367,-0.003099,-0.005366
1.93000,0.012281,0.042879,-0.011842
1.93100,0.006615,0.014062,-0.010546
1.93200,0.007262,-0.031431,-0.014108
1.93300,0.013900,-0.099913,-0.006013
1.93400,0.011471,-0.084048,-0.006661
1.93500,-0.002290,-0.065429,0.000139
1.93600,-0.003585,-0.112056,-0.000833
1.93700,-0.004233,0.038994,-0.008927
1.93800,-0.012165,0.138075,-0.004880
1.93900,0.012605,-0.051830,0.007424
1.94000,0.000948,0.011795,0.017624
1.94100,0.008719,0.171264,0.017462
1.94200,0.005481,0.007424,0.006615
1.94300,-0.002128,0.004186,0.005643
1.94400,-0.001318,0.032842,0.000463
1.94500,0.001758,0.006615,0.004834
1.94600,0.015033,0.021995,0.000786
1.94700,0.000948,-0.000347,-0.001318
1.94800,0.016814,-0.053773,0.016328
1.94900,-0.004556,-0.112056,0.017947
1.95000,0.008072,-0.151882,0.001920
1.95100,-0.000023,-0.184909,-0.000509
1.95200,0.007100,-0.076277,0.009529
1.95300,-0.008766,0.123504,-0.009737
1.95400,-0.005690,0.225985,-0.001156
1.95500,0.016814,0.100515,-0.002937
1.95600,0.010986,-0.002937,0.013414
1.95700,0.008881,-0.025117,0.014548
1.95800,-0.001480,-0.156092,0.014548
1.95900,-0.006175,-0.183128,0.005805
1.96000,-0.002937,0.026528,-0.000995
1.96100,-0.010061,0.245898,0.006938
1.96200,0.005643,0.023128,0.017462
1.96300,-0.003909,-0.030298,0.008395
1.96400,0.004186,0.006776,0.019890
1.96500,-0.000995,-0.019451,0.003539
1.96600,-0.007309,0.058422,0.013090
1.96700,0.000301,-0.083400,0.011795
1.96800,-0.000347,-0.080972,0.009529
1.96900,0.004186,0.043041,-0.000671
1.97000,0.000948,0.134027,0.002081
1.97100,-0.015080,0.061336,0.000463
1.97200,-0.007147,-0.030136,0.012929
1.97300,-0.000023,-0.053449,0.010338
1.97400,-0.006013,-0.027384,0.014386
1.97500,-0.014594,0.021185,0.012767
1.97600,-0.010061,0.094848,0.013414
1.97700,-0.000833,0.218052,0.011471
1.97800,0.001272,0.111362,0.007100
1.97900,-0.002452,0.062307,0.001272
1.98000,0.008072,0.038508,-0.000995
1.98100,0.000139,-0.009899,0.006938
1.98200,0.002405,-0.112056,0.015519
1.98300,-0.000023,-0.192357,0.004834
1.98400,-0.013137,-0.160301,-0.003585
1.98500,0.008881,-0.136178,-0.011842
1.98600,0.001758,-0.026089,-0.008604
1.98700,0.000139,-0.063325,0.002567
1.98800,-0.009737,-0.129541,-0.000347
1.98900,-0.007632,0.175635,-0.009089
1.99000,0.002405,0.186482,-0.004718
1.99100,0.002081,0.015519,0.002405
1.99200,0.004834,0.126094,-0.006337
1.99300,-0.015403,0.041260,0.001758
1.99400,-0.009413,-0.024308,-0.014432
1.99500,-0.008604,-0.026412,0.009205
1.99600,-0.003423,-0.040983,-0.005690
1.99700,0.001110,-0.045192,-0.010708
1.99800,-0.013461,-0.015889,-0.005204
1.99900,-0.011842,-0.038231,0.004024
2.00000,-0.001642,-0.110922,0.010500
2.00100,0.006615,-0.039850,0.007262
2.00200,0.012443,-0.093276,-0.003909
2.00300,0.018595,-0.210813,-0.002775
2.00400,0.004834,-0.034022,-0.002128
2.00500,-0.022365,0.276335,-0.008442
2.00600,-0.002128,0.222585,0.002891
2.00700,-0.010223,0.037537,0.004186
2.00800,-0.016051,0.068297,0.000786
2.00900,-0.005204,0.033328,0.000948
2.01000,-0.006013,0.048870,0.007910
2.01100,0.002243,-0.002937,0.012281
2.01200,-0.004394,-0.051992,0.017138
2.01300,-0.002937,-0.059277,-0.005528
2.01400,0.001758,0.031385,-0.000347
2.01500,0.011148,0.016490,0.006291
2.01600,-0.002290,-0.099104,0.009529
2.01700,-0.001966,0.104724,0.003700
2.01800,-0.010385,0.143741,0.004510
2.01900,0.011471,0.016976,0.001110
2.02000,0.025071,-0.026089,0.017785
2.02100,0.011148,-0.013299,0.009043
2.02200,-0.005366,-0.053449,0.010986
2.02300,-0.012004,-0.054420,-0.007470
2.02400,0.003539,-0.076762,0.011795
2.02500,0.001596,0.012119,0.009853
2.02600,0.001110,0.015357,0.009691
2.02700,-0.002614,-0.081781,0.022157
2.02800,-0.002128,0.134999,-0.003747
2.02900,-0.005851,0.101486,-0.003099
2.03000,0.021023,0.006453,0.004510
2.03100,-0.013137,0.006453,0.001110
2.03200,-0.006499,0.000948,-0.000995
2.03300,-0.000995,-0.004556,-0.004233
2.03400,-0.017994,-0.005690,-0.015889
2.03500,-0.016860,-0.038555,-0.005690
2.03600,-0.013137,-0.045840,-0.007794
2.03700,-0.012327,0.061174,-0.018318
2.03800,0.001434,0.054050,-0.017346
2.03900,-0.000023,0.023614,-0.017022
2.04000,0.016814,0.050489,0.001596
2.04100,-0.005851,0.092096,-0.004233
2.04200,0.012929,-0.003099,-0.000833
2.04300,-0.000347,-0.176653,-0.018641
2.04400,-0.006013,-0.198832,-0.001156
2.04500,0.005643,-0.150749,-0.009737
2.04600,-0.009413,-0.074334,-0.015565
2.04700,-0.010223,0.054860,-0.015080
2.04800,-0.007470,0.016166,0.002405
2.04900,0.019404,0.028633,-0.001642
2.05000,-0.010223,0.038346,-0.001966
2.05100,0.000624,0.017138,-0.003585
2.05200,0.009853,0.012929,-0.007470
2.05300,0.016328,-0.108656,0.000624
2.05400,0.004834,-0.066563,0.002567
2.05500,-0.028355,0.015357,-0.009737
2.05600,-0.015403,0.099543,-0.005042
2.05700,-0.008280,-0.000671,-0.017994
2.05800,0.000786,-0.084533,-0.007147
2.05900,-0.011194,-0.111246,-0.003585
2.06000,0.000948,-0.114808,0.008719
2.06100,-0.012813,-0.039040,0.002729
2.06200,0.001272,0.118971,-0.008927
2.06300,0.016814,0.015033,-0.001966
2.06400,0.019081,-0.218260,0.001110
2.06500,0.035108,-0.131321,0.004996
2.06600,0.015195,-0.063325,0.002891
2.06700,-0.015727,0.068945,-0.000509
2.06800,-0.029326,-0.014270,0.009691
2.06900,-0.013784,0.109419,-0.001642
2.07000,-0.016051,0.368616,-0.000509
2.07100,-0.013946,0.190529,0.004510
2.07200,0.007748,-0.121446,-0.006175
2.07300,-0.000671,-0.240926,-0.002290
2.07400,0.018595,-0.033698,-0.002128
2.07500,0.019243,0.031709,-0.000833
2.07600,0.017947,0.163978,-0.001642
2.07700,-0.001642,0.207205,-0.001966
2.07800,-0.018803,0.207528,-0.005851
2.07900,-0.018156,0.098410,-0.012975
2.08000,-0.008442,0.006615,0.005158
2.08100,-0.002614,0.185996,0.007424
2.08200,-0.008604,-0.016699,0.006776
2.08300,0.000786,-0.050535,-0.001966
2.08400,-0.000023,-0.001966,-0.002452
2.08500,0.001920,0.005643,-0.005528
2.08600,-0.001642,-0.011518,0.001434
2.08700,0.014224,-0.032726,-0.007632
2.08800,-0.000995,-0.019613,0.007748
2.08900,-0.015403,-0.031107,0.009043
2.09000,0.000624,0.100191,0.018271
2.09100,-0.003747,0.121076,0.015519
2.09200,0.006615,0.008395,0.028471
2.09300,0.026366,-0.141521,0.028956
2.09400,0.011633,-0.252096,0.025233
2.09500,-0.008280,-0.282695,-0.004233
